price_lag,garage_spaces,total_livable_area,med_hh_inc,number_of_rooms,number_of_bathrooms,depth,off_street_open,fireplaces,interior_condition,number_stories,pct_white,number_of_bedrooms,exterior_condition,dist_to_commerce,year_built,tot_pop,total_area,sale_price,musa_id,hood_price_class_expensive,hood_price_class_least_expensive,hood_price_class_less_expensive,hood_price_class_more_expensive,hood_price_class_most_expensive,building_type_price_class_expensive,building_type_price_class_least_expensive,building_type_price_class_less_expensive,building_type_price_class_more_expensive,building_type_price_class_most_expensive,quality_grade_high,quality_grade_lowest,quality_grade_mid,to_predict
452933.26666666655,0,700,80470,3,1,48,1152,0,4,2,0.7000733317037399,2,4,991.5670268173798,1920,4091,676,195000,3895,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
313961.6666666667,0,880,26447,4,1,62,863,0,4,2,0.11561382598331346,3,5,0,1950,2517,872,40000,3896,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
146124.13333333333,0,1280,29167,4,1,64,952,0,4,2,0.048880089097883925,3,4,875.9827826410223,1925,8081,1024,199000,3897,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
167400.00000000003,1,1188,49940,4,1,75,2045,0,4,2,0.24574153985918692,3,4,1000.5650472359499,1940,8806,1131,127000,3898,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
374904.99999999994,0,598,95450,3,1,33,1542,0,2,2,0.8727647867950481,2,2,553.4928041491415,1920,7270,431,275000,3899,1,0,0,0,0,0,0,1,0,0,0,1,0,MODELLING
492133.3333333334,0,1860,95450,5,2,65,763,0,2,3,0.8727647867950481,3,2,150.2368752237308,1920,7270,1061,585000,3900,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
88630.2,0,1024,29697,4,1,49,1719,0,5,2,0.03625377643504532,3,5,336.12725858866224,1915,3310,686,57500,3901,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
109951.79999999999,0,880,31611,4,1,45,902,0,4,2,0.013598834385624089,3,4,199.23817130309564,1930,4118,682,30000,3902,0,0,1,0,0,0,1,0,0,0,0,1,0,MODELLING
108520.6,0,1198,52995,4,1,82,631,0,7,2,0.06936416184971098,3,7,293.4322194137016,1940,4671,1236,76500,3903,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
89693.33333333333,0,948,20951,4,1,58,424,0,5,2,0.030303030303030304,3,4,139.5588355129688,1925,2475,817,65000,3904,0,1,0,0,0,0,1,0,0,0,0,0,1,MODELLING
188333.33333333334,1,892,46286,3,1,70,3563,0,4,2,0.004819277108433735,2,4,634.7458035638829,1925,6640,1120,170000,3905,0,0,1,0,0,0,0,0,1,0,0,0,1,MODELLING
165980,1,1188,46286,5,2,118,2777,0,2,2,0.004819277108433735,3,4,79.21952183821453,1925,6640,1770,245000,3906,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
157526.66666666666,0,1076,39672,4,1,66,922,0,4,2,0.37538864342988054,3,4,1445.0950997746554,1920,6111,946,150000,3907,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
100955.18997791063,0,1200,27619,4,1,57,1068,0,4,2,0.3512521933322699,3,4,349.966692368239,1925,6269,916,139900,3908,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
103600,0,1028,25556,4,1,41,1193,0,3,2,0.17475083056478405,3,4,1428.7795812541203,1930,4515,740,155000,3909,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
399443.33333333326,1,1536,88173,5,2,125,5036,1,3,2,0.835645229087852,3,2,2301.0056003881523,1959,2379,7809,512000,3910,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
315398,0.6,1631,32059,8,4,43,229,0,1,3,0.24017278617710583,4,1,225.56684885782997,2022,2315,602,385000,3911,0,0,1,0,0,1,0,0,0,0,0,0,1,MODELLING
632997.0000000001,0,820,99020,4,1,62,987,0,4,1,0.8381989114299851,3,3,196.52197665107684,1920,2021,806,250000,3912,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
107449.13333333335,0,918,34464,4,1,59,2860,0,2,2,0.48261758691206547,3,2,177.7056646368298,1925,2934,834,72000,3913,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
557734.9688888888,0,1694,79435,4,1,73,404,0,4,2,0.6028266512835304,3,4,0,1974,3467,1449,475000,3914,0,0,0,1,0,0,0,1,0,0,0,0,1,MODELLING
134583.3333333333,0,1236,25565,4,1,65,1598,0,4,2,0.033501683501683505,3,4,761.1388049871659,1920,5940,969,74000,3915,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
125247.73333333335,0,826,28192,3,1,43,1271,0,4,1,0.022696929238985315,2,4,278.9060806117814,1925,2996,596,72500,3916,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
105899.99999999999,0,1800,19819,4,1,54,645,0,4,3,0.17636494252873564,3,4,604.2691905531377,1930,2784,1624,134000,3917,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
100960,0,1200,29355,4,1,73,1191,0,4,2,0.07897578281659726,3,4,355.42152392601804,1930,6483,1103,199900,3918,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
149266.6666666667,0,1500,30395,5,1,100,2639,0,3,2,0.03356930806120119,4,4,502.4557064385414,1940,4379,2000,82500,3919,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
350923.3333333334,0,1026,54286,4,2,46,511,0,2,2,0.3698074974670719,2,4,1287.466184750676,1923,2961,644,325000,3920,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
353077.3333333334,0,904,54286,5,2,49,1397,0,2,2,0.3698074974670719,2,2,474.6896469198434,1923,2961,686,340000,3921,1,0,0,0,0,1,0,0,0,0,0,0,1,MODELLING
473153.3333333333,0,1674,54261,5,2,57,1237,0,1,2,0.43351691581431945,3,1,737.67121469148,2014,2542,855,501729,3922,1,0,0,0,0,1,0,0,0,0,0,0,1,MODELLING
257326.6666666667,1,897,54219,4,1,99,8450,0,4,1,0.7401626731149703,3,4,481.3608868587189,1967,4549,1868,286000,3923,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
285826.6666666666,1,1360,62794,4,1,94,10401,0,4,2,0.8747350163808055,3,4,1960.9380645358583,1966,5189,1875,290000,3924,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
114826.66666666667,0,1109,38378,4,1,53,1163,0,4,1,0.008060033351862146,3,4,424.9539443447925,1925,3598,795,102000,3925,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
113560,0,1192,38378,4,1,75,969,0,4,2,0.008060033351862146,3,4,512.2092884222582,1925,3598,1129,120000,3926,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
461733.3333333333,0,2700,57083,5,1,90,3168,1,3,3,0.7175954915466499,5,3,1574.15099028386,1929,1597,6750,660000,3927,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
383434.57309523807,0,1216,100368,3,1,60,1722,0,6,2,0.8351648351648352,2,4,643.5199360352686,1943,4095,960,420000,3928,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
435650.00000000006,0,1056,49526,4,1,70,1746,0,3,2,0.6271758898415173,3,4,44.47009151030329,1925,3849,1400,290000,3929,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
342118.1735555556,0.6384615384615385,1480,80672,4,1,114,3107,0.04999999999999989,4,2,0.8420229405630866,3,4,1963.4510392707277,1938,3836,5850,323900,3930,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
813066.6666666666,0,1216,139514,4,2,125,606,0,3,2,0.7760333226529958,2,3,623.213850025003,1997,3121,2000,586000,3931,0,0,0,1,0,0,0,1,0,0,0,0,1,MODELLING
187619.99999999997,1,1104,43132,4,1,85,3060,0,4,2,0.06198642372275813,3,4,170.40911958374124,1954,5598,1377,167000,3932,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
168840,1,990,53889,4,1,73,3077,0,5,2,0.12632531678303593,3,4,821.2277964378953,1945,7734,1075,15000,3933,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
355159.99999999994,1,1600,81582,4,1,90,7621,0,4,1,0.7280174068859593,3,4,3886.6063983981,1989,7813,5629,425000,3934,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
187125.99999999997,0,1234,60231,4,1,80,1848,0,4,2,0.5994654448262696,3,4,958.8828174772814,1947,7857,1133,140000,3935,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
234293.3333333333,1,1106,61477,4,1,80,2981,0,4,2,0.6873630387143901,3,4,1400.9264269464918,1950,5476,1296,235000,3936,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
267820,1,1494,74074,4,1,93,8681,0,4,2,0.6862790163180877,3,4,1344.7449022525086,1965,4351,2724,295000,3937,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
393363.80000000005,0,2076,81476,6,2,70,580,1,3,3,0.7747342600163533,4,4,0,1920,4892,1124,615000,3938,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
326866.6666666666,0,780,66851,4,1,60,617,0,4,2,0.6420345489443378,3,3,0,1920,4168,780,125000,3939,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
297186.8666666667,0,2000,73068,6,2,100,2219,0,3,3,0.8597074468085106,4,3,305.53386535024026,1900,3008,2027,399998,3940,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
179455.7272910967,1,1132,46286,4,1,70,3715,0,4,2,0.004819277108433735,3,4,671.2962791593676,1925,6640,1085,148000,3941,0,0,1,0,0,0,0,0,1,0,0,0,1,MODELLING
538333.3333333334,0,1080,56198,5,2,65,4337,0,2,2,0.5014120667522465,3,4,298.3328709970173,1925,3895,1170,417000,3942,0,0,0,0,1,0,1,0,0,0,0,0,1,MODELLING
68287.00000000001,0,1160,25202,4,1,69,310,0,4,2,0.343109987357775,3,4,979.4804809531873,1935,3955,987,45000,3943,0,1,0,0,0,0,1,0,0,0,0,0,1,MODELLING
140215.00000000003,1,1488,36974,4,1,82,3310,0,4,1,0.003878975950349108,3,4,806.6156919363915,1925,3867,1284,90000,3944,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
222866.66666666666,1,1120,44485,4,1,70,1771,0,4,2,0.3583799973954942,3,4,552.6012777834577,1950,7679,1696,215000,3945,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
292010,0,685,71905,4,1,0,434,0,4,1,0.8096707818930041,3,4,0,1952,2916,1207.175,260000,3946,0,0,0,0,1,0,0,1,0,0,0,0,1,MODELLING
108893.33333333334,0,960,43235,4,1,72,1882,0,3,2,0.07057529078906004,3,4,647.4722026452848,1925,6362,1157,126000,3947,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
202833.26666666666,1,1380,42031,4,1,100,7740,0,4,1,0.0582053354890865,3,4,489.83176970325053,1925,1237,5000,160000,3948,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
169346.59999999998,0,960,32521,4,1,69,3816,0,4,2,0.052226027397260275,3,4,866.4208092355382,1930,4672,1104,140000,3949,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
450426.6666666666,0,1209,60371,4,1,0,201,0,4,1,0.7594026548672567,3,3,0,1900,3616,756.0520050125315,465000,3950,0,0,0,1,0,0,0,1,0,0,0,0,1,MODELLING
110911.6,0,1054,26447,4,1,118,806,0,4,2,0.11561382598331346,3,4,843.2408345259321,1905,2517,2010,125000,3951,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
243689.71989910887,1,1550,61477,5,1,155,542,0,4,2,0.6873630387143901,4,4,784.6549428980626,1950,5476,2394,225000,3952,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
262294.6666666667,0,1220,61633,4,1,58,1488,0,2,2,0.7523260141421659,3,2,1286.5290222528588,1905,5374,812,255000,3953,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
80716.06666666667,0,990,38378,4,1,60,871,0,4,1,0.008060033351862146,3,4,562.438358424966,1920,3598,900,77000,3954,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
219126.66666666672,1,1088,46804,6,1,123,2081,0,4,2,0.019394261424017,3,4,1109.0907308783603,1950,3764,1989,197800,3955,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
79507.66666666666,0,1026,27136,4,1,55,1956,0,4,1,0.029329608938547486,3,4,1045.4335858795519,1925,3580,825,125000,3956,0,0,1,0,0,0,1,0,0,0,0,1,0,MODELLING
263186.6666666666,1,1152,88384,4,1,175,2959,0,4,2,0.7258854016700259,3,4,156.8393989511017,1956,3473,4600,279000,3957,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
166900,0,1609,19931,4,1,63,951,0,4,3,0.11763255240443897,3,4,61.11012735750376,1915,4055,938,112500,3958,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
210991.06666666668,1,1120,64361,1,1,128,1581,0,4,2,0.09274873524451939,3,4,588.9926093039766,1949,2372,3083,300000,3959,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
74866.66666666667,0,960,30958,4,1,45,1990,0,4,2,0.16422862313376566,3,4,1434.9069848575152,1920,6631,720,55000,3960,0,1,0,0,0,0,1,0,0,0,0,0,1,MODELLING
77533.33333333334,0,960,30958,4,1,45,2124,0,4,2,0.16422862313376566,3,5,1474.9950935545153,1942,6631,722,35000,3961,0,1,0,0,0,0,1,0,0,0,0,0,1,MODELLING
200918.67790714733,0,944,47905,3,1,49,2237,0,4,2,0.13443935926773457,2,4,87.01303722821217,1925,5244,681,255000,3962,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
148933.33333333334,0,954,34386,4,2,65,1229,0,3,2,0.34939531368102794,2,4,694.1725015025667,1950,5292,915,125000,3963,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
403782.82666666666,0,1275,100368,5,1,48,1938,0,3,3,0.8351648351648352,4,4,543.38559118505475,1930,4095,675,365000,3964,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
189439.99999999997,1,1152,39924,4,1,68,3136,0,4,2,0.18762595727529222,3,4,241.6033757456094,1925,4962,1215,158000,3965,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
146866.66666666666,1,1200,45104,4,1,65,3731,0,4,2,0.3398773006134969,3,4,0,1925,8150,975,205000,3966,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
164373.60000000003,1,1206,44853,4,1,70,1782,0,4,2,0.264155777606969,3,4,1264.0475725550857,1940,3903,1260,155000,3967,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
90400,0,1830,9276,5,1,93,1354,0,4,2,0.09428571428571429,4,4,199.14569619537542,1940,1400,1395,155000,3968,0,1,0,0,0,0,1,0,0,0,0,0,1,MODELLING
133626.66666666666,0,1200,29355,4,1,70,1723,0,4,2,0.07897578281659726,3,4,273.39912017491207,1940,6483,1050,47000,3969,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
615286.6666666666,0,1118,117557,4,1,0,1476,0,4,1,0.9438920454545454,3,3,114.1580467083825,1980,2816,1575.8125,445000,3970,0,0,0,0,1,0,0,1,0,0,0,0,1,MODELLING
76066.66666666666,0,1406,28149,4,1,66,1113,0,4,2,0.10296474358974358,3,4,58.740730105619875,1925,2496,990,70000,3971,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
249966.6666666667,1,1664,47714,4,2,0,1761,0,4,1,0.5964588712652158,2,4,184.64018415997987,1980,5422,3008.4583333333335,305000,3972,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
78405.6,0,1336,30958,4,1,77,513,0,4,2,0.16422862313376566,3,4,143.8020662647324,1925,6631,1277,130000,3973,0,1,0,0,0,0,0,1,0,0,0,0,1,MODELLING
76380.86666666667,0,1032,28798,4,1,53,3153,0,4,2,0.24800826202419593,3,4,1312.8248364593178,1930,6778,742,62750,3974,0,1,0,0,0,0,1,0,0,0,0,0,1,MODELLING
90518.26666666668,0,990,28798,4,1,84,2523,0,4,2,0.24800826202419593,3,4,730.9749951663035,1930,6778,1225,92000,3975,0,1,0,0,0,0,1,0,0,0,0,0,1,MODELLING
189393.33333333334,1,1094,44694,4,1,66,3996,0,4,2,0.5388147824185436,3,4,1434.3921037650948,1950,9146,1082,132000,3976,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
146993.33333333334,1,1500,39712,4,1,75,1865,0,4,2,0.23649092102384597,3,4,1116.8971548494621,1930,4571,1150,185000,3977,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
123693.33333333334,0,1200,29355,4,1,70,1549,0,4,2,0.07897578281659726,3,3,340.4909488330647,1935,6483,1050,184000,3978,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
567766.7333333333,0,4932,49526,4,1,118,942,0,2,4,0.6271758898415173,3,3,718.3912215231177,1891,3849,3540,1025000,3979,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
216733.33333333334,0,1160,36861,4,1,64,1999,0,4,2,0.2162048108032072,3,4,1561.746825324678,1920,7109,960,80000,3980,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
200653.33333333334,0,716,55652,3,1,56,1452,0,4,2,0.9170408381441095,2,4,357.49399567716847,1950,4677,802,155000,3981,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
177330.90959000983,0,1134,40202,4,1,50,1127,0,4,2,0.20142966556037784,3,4,553.5118293544075,1920,3917,708,95000,3982,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
139343.33333333334,0,4424,26944,4,1,168,709,0,4,3,0.07404393816110659,3,5,234.73034018261572,1935,7374,8400,60000,3983,0,0,1,0,0,0,0,0,1,0,0,0,1,MODELLING
169666.6666666667,1,1116,39924,4,1,64,3651,0,4,2,0.18762595727529222,3,4,867.0924815273521,1946,4962,1143,123000,3984,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
432879.99999999994,0,710,77979,3,1,45,1015,0,4,2,0.6123106670963584,2,4,445.1838938926965,1875,6206,566,275350,3985,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
354000,0,928,66179,4,1,47,710,0,4,2,0.9644491376275959,3,4,191.07246832411005,1920,5682,651,215000,3986,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
610620,0,1118,117557,4,1,0,1476,0,4,1,0.9438920454545454,3,3,114.1580467083825,1980,2816,1548.8125,515000,3987,0,0,0,0,1,0,0,1,0,0,0,0,1,MODELLING
393913.3333333334,0,2003,55595,3,1,64.2909090909091,803.5,0,1,1,0.3803455111866327,3,1,57.87462779623155,2019,3531,1277.2875,599000,3988,1,0,0,0,0,1,0,0,0,0,0,0,1,MODELLING
80333.33333333333,0,1350,19205,4,1,60,770,0,4,2,0.24921648287869994,3,4,449.36032031568215,1920,8615,900,50000,3989,0,1,0,0,0,0,1,0,0,0,0,0,1,MODELLING
314753.33333333326,1,1440,58370,6,2,124,2012,0,4,2,0.6559463528123717,4,4,1474.2561614988908,1966,7307,3784,315000,3990,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
244366.6666666667,1,1395,47957,4,1,103,1909,0,4,1,0.6533501541911971,3,4,207.60191762684155,1940,7134,2409,230000,3991,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
270633.3333333334,1,1440,58321,4,1,105,1280,0,4,2,0.5636752790093258,3,4,873.6287937295782,1950,6541,1680,251000,3992,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
91440.00000000001,0,816,19205,4,1,77,2464,0,4,1,0.24921648287869994,3,4,0,1920,8615,1078,88000,3993,0,1,0,0,0,0,0,1,0,0,0,0,1,MODELLING
55466.66666666667,0,840,19205,4,1,43,912,0,4,1,0.24921648287869994,3,4,194.29989585013703,1920,8615,602,50000,3994,0,1,0,0,0,0,1,0,0,0,0,0,1,MODELLING
209986.66666666672,0,1130,70476,4,1,93,2046,0,4,2,0.9772449229263519,3,4,233.42608178722796,1925,4087,1299,145000,3995,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
106611.80000000002,0,1216,46389,3,1,100,1242,0,4,2,0.6916382898221718,2,5,997.6834754993049,1910,2643,1500,35000,3996,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
264580,1,1120,58321,4,1,108,2022,0,4,2,0.5636752790093258,3,3,1257.6265209941291,1950,6541,2812,257000,3997,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
273841.4666666666,1,1080,57636,4,1,111,4793,0,4,1,0.782729398012858,3,4,671.3927111299254,1960,6844,3433,262000,3998,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
105360,0,1314,43140,4,1,63,1201,0,4,2,0,3,4,26.195945359956152,1925,4118,938,169000,3999,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
468326.60000000003,0,1424,49282,4,1,70,1101,0,4,2,0.2906482465462274,3,4,111.49376583497168,1923,1882,1120,230000,4000,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
292900,0,1616,57250,6,2,65,1128,0,2,2,0.2817425569176883,3,4,404.082579698995,1920,4568,979,315000,4001,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
367953.3333333333,0.14999999999999983,1446,49282,6,1,45,2165,-1.0720591081536667e-16,1,3,0.2906482465462274,3,1,752.662197393322,2022,1882,630,437500,4002,0,0,1,0,0,1,0,0,0,0,0,0,1,MODELLING
335303.3333333334,0,1470,54286,6,3,52,933,0,1,3,0.3698074974670719,3,1,678.1857366478473,2015,2961,728,495000,4003,1,0,0,0,0,1,0,0,0,0,0,0,1,MODELLING
321627.3333333334,0,1264,54286,4,1,64,1203,0,4,2,0.3698074974670719,3,4,673.0127054352483,1925,2961,896,175000,4004,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
126400.00000000001,0,1268,18814,4,1,62,1566,0,4,2,0.19477866061293983,3,4,358.6289936071866,1920,4405,873,30000,4005,0,0,1,0,0,0,0,1,0,0,0,1,0,MODELLING
67200,0,1120,18516,4,1,51,330,0,4,1,0.21764032073310424,3,4,62.14687902302056,1920,3492,707,55000,4006,0,1,0,0,0,0,0,1,0,0,0,0,1,MODELLING
381033.3333333333,0,1230,43289,5,2,70,1805,0,2,2,0.13926829268292684,3,4,220.1835639622989,1923,4100,980,354000,4007,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
193649.59999999998,0,980,53678,4,1,47,2496,0,4,2,0.45256854711629374,3,4,1324.5139951639999,1920,6346,658,160000,4008,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
293759.99999999994,0,990,63393,4,1,40,225,0,3,2,0.9189765458422174,3,3,88.2703746420338,1875,2345,676,255000,4009,1,0,0,0,0,0,0,1,0,0,0,1,0,MODELLING
260377.48564102562,0.14999999999999977,2211,19931,4,1,68,584,-1.0998146837692957e-16,1,3,0.11763255240443897,3,1,524.9016137412041,2022,4055,1054,415000,4010,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
361760,0,960,79688,4,1,60,469,0,4,2,0.9189655172413793,3,4,214.67131989278582,1875,2320,776,153000,4011,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
276060.00000000006,0,1099,72857,4,1,60,1089,0,4,2,0.9072233267064281,3,4,434.1042306699533,1875,4527,840,257700,4012,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
187866.66666666666,0,1140,43289,4,1,62,3503,0,4,2,0.13926829268292684,3,4,1698.9255731619808,1925,4100,930,250000,4013,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
70951.66666666666,0,1200,15995,4,1,60,1969,0,4,2,0.10141206675224647,3,4,90.7527619296172,1920,3116,995,247000,4014,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
197553.33333333334,0,960,53678,4,1,47,2789,0,4,2,0.45256854711629374,3,4,1263.7480233147023,1920,6346,705,120000,4015,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
608568.6,0,840,54261,3,1,56,1368,0,2,2,0.43351691581431945,2,4,713.6240642034115,1925,2542,840,287000,4016,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
266833.1333333333,0,1418,53678,6,1,66,2190,0,5,2,0.45256854711629374,3,5,734.8873431652792,1925,6346,1056,115000,4017,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
226582.2,1,1320,47184,4,1,90,884,0,4,2,0.017272727272727273,3,5,949.8281447174483,1950,4400,2361,130000,4018,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
147933.6666666667,0,1518,36360,5,1,110,997,0,4,2,0.2499500099980004,4,4,496.4526720434539,1942,5001,1970,220000,4019,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
199033.33333333334,1,1062,44694,4,1,66,3665,0,4,2,0.5388147824185436,3,4,875.3059562572897,1950,9146,1078,195000,4020,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
204066.00000000003,1,1302,51498,6,1,103,4130,0,4,2,0.028744725738396624,3,4,1967.9107260621477,1950,3792,1853,190000,4021,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
156733.3333333333,0,1380,29289,4,1,70,2356,0,3,2,0.05980357769203788,3,4,56.70744206652975,1915,5702,1120,100000,4022,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
287380.5333333333,0,900,79688,4,1,86,913,0,4,2,0.9189655172413793,3,4,498.191016707058,1875,2320,1283,257500,4023,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
262640,0,1426,79688,4,1,70,1728,0,2,2,0.9189655172413793,3,3,444.04668572373214,1875,2320,1051,434500,4024,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
358913.3333333333,0,1630,77979,4,1,62,679,0,3,3,0.6123106670963584,3,4,234.98472429690725,1875,6206,924,385000,4025,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
258966.6666666667,0,1396,51402,4,1,94,2110,0,4,2,0.2680851063829787,3,4,349.2674812229886,1925,1645,1460,385000,4026,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
442113.3333333333,0,1190,121770,4,1,55,1269,0,3,2,0.5593860090588827,3,4,134.04461636031925,1925,3974,891,470000,4027,0,0,0,1,0,0,0,1,0,0,0,0,1,MODELLING
557966.6666666667,0,840,121770,4,1,393,1434,0,4,2,0.5593860090588827,3,3,79.96998091573745,1920,3974,585,455000,4028,0,0,0,1,0,0,0,1,0,0,0,0,1,MODELLING
447773.3333333334,0,1643,150903,5,2,50,839,0,2,2,0.6955741626794258,3,2,271.5720106189275,1925,1672,700,725000,4029,0,0,0,1,0,1,0,0,0,0,0,0,1,MODELLING
602643.3333333334,0,1234,104797,4,1,60,934,0,4,2,0.7185881450220603,3,4,239.43903698667356,1925,5213,900,299000,4030,0,0,0,1,0,0,0,1,0,0,0,0,1,MODELLING
480693.33333333326,1,1732,81102,5,1,93,4367,0,4,2,0.8528673835125448,4,4,827.4085793660911,1960,5580,1674,530000,4031,0,0,0,1,0,0,0,1,0,0,0,0,1,MODELLING
158236.59341303032,0,940,56495,4,1,0,4181,0,4,1,0.17981072555205047,3,4,1370.7107371029404,1970,3487,1266.706994047619,157000,4032,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
618953.3333333334,0,1118,117557,4,1,0,1476,0,4,1,0.9438920454545454,3,3,114.1580467083825,1980,2816,1565.6625,390000,4033,0,0,0,0,1,0,0,1,0,0,0,0,1,MODELLING
67133.33333333333,0,1186,21289,4,1,75,1650,0,4,2,0.05852644087938206,3,4,776.92760137734,1920,3366,1125,50000,4034,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
